-1.5,1,-1
-1.5,0.85,-0.2
-1.5,0.85,1.4
-1.2,0.9,1.5
0.6,0.9,1.5
1,1.1,1.5
1.5,1,1.1
1.5,1,0.1
1.5,1.2,-1
0.7,0.9,-1.5
-0.2,1.2,-1.5
-0.8,1.2,-1.5
