-1.5,1.124,0
-1.5,1,0.527
-1.5,1.107,1.184
-1.167,1,1.5
-0.597,1.132,1.5
-0.184,1.223,1.5
0.282,1.136,1.5
0.864,1.324,1.5
1.384,1.154,1.5
1.5,1,0.93
1.5,1.037,0.464
1.5,1.148,0
