TimeSinceStart,UserHeight,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z
23.68,-0.75,1,Training,0,1,Flat,5,prepare,0.05108646,-0.0432422,-0.5990346,7.895917,6.168254,4.585664
23.68,-0.75,1,Training,0,1,Flat,5,prepare,0.05052246,-0.04544444,-0.5988322,8.011205,6.06899,4.65664
23.7,-0.75,1,Training,0,1,Flat,5,prepare,0.05011048,-0.04502824,-0.5990741,7.91788,6.075937,4.738195
23.72,-0.75,1,Training,0,1,Flat,5,prepare,0.05016794,-0.04479772,-0.5990974,7.856856,6.046298,4.837294
23.72,-0.75,1,Training,0,1,Flat,5,prepare,0.05007011,-0.04411552,-0.5996252,7.852131,5.997732,4.928512
23.74,-0.75,1,Training,0,1,Flat,5,prepare,0.05004526,-0.04372326,-0.5999597,7.877373,5.908521,4.99872
23.76,-0.75,1,Training,0,1,Flat,5,prepare,0.04988341,-0.04349739,-0.6003519,7.963209,5.810362,5.058174
23.78,-0.75,1,Training,0,1,Flat,5,prepare,0.04983465,-0.04352147,-0.6007652,8.096315,5.720052,5.077983
23.8,-0.75,1,Training,0,1,Flat,5,prepare,0.04969716,-0.04328217,-0.6014516,8.238572,5.632759,5.051556
23.8,-0.75,1,Training,0,1,Flat,5,prepare,0.04947701,-0.04344117,-0.6016161,8.344909,5.567748,4.973064
23.82,-0.75,1,Training,0,1,Flat,5,prepare,0.04962395,-0.04398258,-0.6014073,8.287021,5.534265,4.867033
23.84,-0.75,1,Training,0,1,Flat,5,prepare,0.04976667,-0.04448906,-0.6011303,8.105991,5.52361,4.780479
23.86,-0.75,1,Training,0,1,Flat,5,prepare,0.04988067,-0.04473585,-0.60101,7.806585,5.520634,4.676992
23.88,-0.75,1,Training,0,1,Flat,5,prepare,0.04992495,-0.04456383,-0.6016322,7.516381,5.541416,4.608787
23.9,-0.75,1,Training,0,1,Flat,5,prepare,0.04998956,-0.04417211,-0.6021423,7.32288,5.561021,4.612362
23.9,-0.75,1,Training,0,1,Flat,5,prepare,0.05030339,-0.04361026,-0.6024433,7.172544,5.557508,4.682038
23.92,-0.75,1,Training,0,1,Flat,5,prepare,0.05068104,-0.0430083,-0.6025288,7.047443,5.516162,4.795984
23.94,-0.75,1,Training,0,1,Flat,5,prepare,0.05050343,-0.04255007,-0.6023026,6.901046,5.436934,4.877869
23.96,-0.75,1,Training,0,1,Flat,5,prepare,0.05043596,-0.04184289,-0.6023753,6.779276,5.322982,4.889098
23.98,-0.75,1,Training,0,1,Flat,5,prepare,0.05002385,-0.04115669,-0.6024342,6.657256,5.190437,4.83075
24,-0.75,1,Training,0,1,Flat,5,prepare,0.04973152,-0.04061969,-0.6027771,6.576995,5.028862,4.720213
24,-0.75,1,Training,0,1,Flat,5,prepare,0.04988393,-0.04037523,-0.6031774,6.514528,4.849813,4.602801
24.02,-0.75,1,Training,0,1,Flat,5,prepare,0.04946154,-0.04017513,-0.6030191,6.442295,4.70854,4.44759
24.04,-0.75,1,Training,0,1,Flat,5,prepare,0.04912234,-0.0404967,-0.6026218,6.227907,4.579669,4.242058
24.06,-0.75,1,Training,0,1,Flat,5,prepare,0.04895083,-0.04069071,-0.6023083,5.862922,4.525414,3.998238
24.08,-0.75,1,Training,0,1,Flat,5,prepare,0.04920543,-0.04067576,-0.6023208,5.508523,4.446387,3.868708
24.1,-0.75,1,Training,0,1,Flat,5,prepare,0.04915004,-0.04071661,-0.6027074,5.212345,4.363186,3.880743
24.1,-0.75,1,Training,0,1,Flat,5,prepare,0.04919042,-0.04048056,-0.6032448,5.056897,4.269184,3.935841
24.12,-0.75,1,Training,0,1,Flat,5,prepare,0.04928432,-0.04033463,-0.6034541,4.998187,4.202509,4.031403
24.14,-0.75,1,Training,0,1,Flat,5,prepare,0.04911607,-0.03975116,-0.6036521,4.977951,4.155946,4.13322
24.16,-0.75,1,Training,0,1,Flat,5,prepare,0.04899456,-0.03933256,-0.6034771,4.974902,4.130028,4.252764
24.18,-0.75,1,Training,0,1,Flat,5,prepare,0.04901846,-0.0389494,-0.6035168,4.973333,4.082528,4.376592
24.2,-0.75,1,Training,0,1,Flat,5,prepare,0.04867042,-0.03867969,-0.6034306,4.988541,4.071711,4.465146
24.2,-0.75,1,Training,0,1,Flat,5,prepare,0.04850828,-0.03855275,-0.6043639,5.099357,4.086061,4.51621
24.22,-0.75,1,Training,0,1,Flat,5,prepare,0.04826008,-0.03812039,-0.6052017,5.388213,4.139915,4.507264
24.24,-0.75,1,Training,0,1,Flat,5,prepare,0.04840397,-0.03894756,-0.6047267,5.572393,4.231226,4.451131
24.26,-0.75,1,Training,0,1,Flat,5,prepare,0.0486283,-0.03939867,-0.6044366,5.637481,4.348767,4.403351
24.28,-0.75,1,Training,0,1,Flat,5,prepare,0.04887009,-0.04037974,-0.6033072,5.479673,4.440273,4.391659
24.3,-0.75,1,Training,0,1,Flat,5,prepare,0.04906694,-0.04063214,-0.6032578,5.244348,4.481833,4.38757
24.3,-0.75,1,Training,0,1,Flat,5,prepare,0.04932363,-0.04077286,-0.6033141,5.01441,4.496018,4.435494
24.32,-0.75,1,Training,0,1,Flat,5,prepare,0.04942936,-0.04047999,-0.6037472,4.900606,4.501954,4.521253
24.34,-0.75,1,Training,0,1,Flat,5,prepare,0.04952392,-0.04029959,-0.6040663,4.941034,4.488144,4.656461
24.36,-0.75,1,Training,0,1,Flat,5,prepare,0.0496463,-0.04011686,-0.604351,5.073012,4.430702,4.802207
24.38,-0.75,1,Training,0,1,Flat,5,prepare,0.0496243,-0.04013001,-0.6044213,5.244502,4.340764,4.926075
24.4,-0.75,1,Training,0,1,Flat,5,prepare,0.04966306,-0.04002782,-0.6043677,5.445594,4.235413,5.001256
24.4,-0.75,1,Training,0,1,Flat,5,prepare,0.04922679,-0.03988837,-0.6040616,5.634442,4.136774,5.001166
24.42,-0.75,1,Training,0,1,Flat,5,prepare,0.04947744,-0.0400564,-0.6044198,5.844559,4.034166,4.954183
24.44,-0.75,1,Training,0,1,Flat,5,prepare,0.04958196,-0.0404148,-0.6042706,6.095165,4.003271,4.874922
24.46,-0.75,1,Training,0,1,Flat,5,prepare,0.04975196,-0.04111907,-0.6041257,6.32686,4.020098,4.785874
24.48,-0.75,1,Training,0,1,Flat,5,prepare,0.04998081,-0.04193913,-0.6037917,6.517199,4.076486,4.675264
24.5,-0.75,1,Training,0,1,Flat,5,prepare,0.049931,-0.04290149,-0.6031488,6.620105,4.176956,4.534554
24.52,-0.75,1,Training,0,1,Flat,5,prepare,0.05029093,-0.04351613,-0.6029679,6.699512,4.284804,4.373022
24.52,-0.75,1,Training,0,1,Flat,5,prepare,0.05070793,-0.04400909,-0.6025298,6.763195,4.418538,4.281735
24.54,-0.75,1,Training,0,1,Flat,5,prepare,0.05140838,-0.04409084,-0.6026363,6.860814,4.535954,4.280248
24.56,-0.75,1,Training,0,1,Flat,5,prepare,0.05151987,-0.0441317,-0.6022661,7.032462,4.65867,4.322703
24.58,-0.75,1,Training,0,1,Flat,5,prepare,0.05211176,-0.04421477,-0.60218,7.258894,4.78946,4.392521
24.6,-0.75,1,Training,0,1,Flat,5,prepare,0.05237952,-0.04424474,-0.6022405,7.594626,4.922163,4.507836
24.6,-0.75,1,Training,0,1,Flat,5,prepare,0.05238267,-0.04430651,-0.6025039,8.037411,5.034253,4.59095
24.62,-0.75,1,Training,0,1,Flat,5,prepare,0.05257408,-0.04465978,-0.6025305,8.574869,5.169338,4.6317
24.64,-0.75,1,Training,0,1,Flat,5,prepare,0.05277166,-0.04530828,-0.6024275,9.139436,5.350154,4.663719
24.66,-0.75,1,Training,0,1,Flat,5,prepare,0.05292393,-0.04593407,-0.6027228,9.770025,5.510322,4.714515
24.68,-0.75,1,Training,0,1,Flat,5,prepare,0.05318064,-0.04703894,-0.6022723,10.41169,5.698878,4.750065
24.7,-0.75,1,Training,0,1,Flat,5,prepare,0.05335873,-0.04852844,-0.6015565,10.9221,5.916008,4.749525
24.7,-0.75,1,Training,0,1,Flat,5,prepare,0.05345275,-0.04954902,-0.6013612,11.33785,6.160823,4.72345
24.72,-0.75,1,Training,0,1,Flat,5,prepare,0.05397454,-0.05115731,-0.6000151,11.61027,6.397915,4.664877
24.74,-0.75,1,Training,0,1,Flat,5,prepare,0.05437064,-0.05195258,-0.5990181,11.71119,6.610051,4.646454
24.76,-0.75,1,Training,0,1,Flat,5,prepare,0.05506511,-0.05227479,-0.5985476,11.72191,6.762091,4.693432
24.78,-0.75,1,Training,0,1,Flat,5,prepare,0.05519465,-0.05204583,-0.5984303,11.80852,6.897428,4.814166
